Combination,Pct,ValAcc,DurationSec,real+stylegan1_TestAcc,real+stylegan2_TestAcc,real+styleganxl_TestAcc,real+sd14_TestAcc
real_stylegan1_stylegan2,1,0.60022,0.5270233154296875,0.6672666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666
real_stylegan1_stylegan2,2,0.87874,0.7708334922790527,0.9093,0.8903666666666666,0.6791333333333334,0.7214333333333334
real_stylegan1_stylegan2,3,0.9693,1.2179698944091797,0.9699,0.9786666666666667,0.7331666666666666,0.8236
real_stylegan1_stylegan2,4,0.9825,1.6426496505737305,0.9793,0.9895333333333334,0.7676,0.8666333333333334
real_stylegan1_stylegan2,5,0.97858,2.019806385040283,0.9764333333333334,0.9848,0.7409,0.8357333333333333
real_stylegan1_stylegan2,1,0.60004,0.4492685794830322,0.6668,0.6667,0.6666666666666666,0.6666666666666666
real_stylegan1_stylegan2,2,0.60814,0.7038078308105469,0.6789,0.6681666666666667,0.6667,0.6667
real_stylegan1_stylegan2,3,0.90002,1.1409375667572021,0.9373333333333334,0.8974333333333333,0.6796,0.7344
real_stylegan1_stylegan2,4,0.9691,1.572155237197876,0.9724666666666667,0.9747,0.7247666666666667,0.8171333333333334
real_stylegan1_stylegan2,5,0.96858,1.9515187740325928,0.9686666666666667,0.9777,0.7260333333333333,0.8199333333333333
real_stylegan1_stylegan2,1,0.3333333333333333,0.2960948944091797,0.5,0.5,0.5,0.5
real_stylegan1_stylegan2,2,0.3333333333333333,0.2941422462463379,0.5,0.5,0.5,0.5
real_stylegan1_stylegan2,3,0.39136666666666664,0.5755209922790527,0.5709,0.51225,0.5001,0.50055
real_stylegan1_stylegan2,4,0.8446666666666667,0.7381558418273926,0.9028,0.8661,0.52615,0.61905
real_stylegan1_stylegan2,5,0.8224666666666667,0.8037869930267334,0.89625,0.83845,0.51995,0.59245
real_stylegan1_stylegan2,1,0.3333333333333333,0.28902292251586914,0.5,0.5,0.5,0.5
real_stylegan1_stylegan2,2,0.365,0.3463566303253174,0.539,0.50805,0.5001,0.50005
real_stylegan1_stylegan2,3,0.6719333333333334,0.6196255683898926,0.79155,0.7171,0.5074,0.5447
real_stylegan1_stylegan2,4,0.7798666666666667,0.7513682842254639,0.8392,0.83065,0.51615,0.5892
real_stylegan1_stylegan2,5,0.9281,0.9299533367156982,0.94885,0.9445,0.56695,0.6984
